CountryCode,Country,Year,PeriodInDate,CountryImportCode,CountryImport,Value
9300,Commonwealth of Independent States,2000,01/01/2000,9100,Developed Economies,80405136893.8337
9300,Commonwealth of Independent States,2000,01/01/2000,643,Russian Federation,11444171267.9785
9300,Commonwealth of Independent States,2000,01/01/2000,9700,Eastern Asia,9136570686.64851
9300,Commonwealth of Independent States,2000,01/01/2000,9740,Western Asia,9019729332.4657
9300,Commonwealth of Independent States,2000,01/01/2000,112,Belarus,5924384997.60381
9300,Commonwealth of Independent States,2000,01/01/2000,842,USA,5787247952.99906
9300,Commonwealth of Independent States,2000,01/01/2000,826,United Kingdom,5454344474.9494
9300,Commonwealth of Independent States,2000,01/01/2000,528,Netherlands,5067051437.19227
9300,Commonwealth of Independent States,2000,01/01/2000,757,Switzerland,4821092470.6354
9300,Commonwealth of Independent States,2000,01/01/2000,9620,The Caribbean,4737137404.84825
9300,Commonwealth of Independent States,2000,01/01/2000,9720,Southern Asia,2994962617.14702
9300,Commonwealth of Independent States,2000,01/01/2000,428,Latvia,2376747267.4643
9300,Commonwealth of Independent States,2000,01/01/2000,251,France,2358878185.36932
9300,Commonwealth of Independent States,2000,01/01/2000,752,Sweden,1775546761.97564
9300,Commonwealth of Independent States,2000,01/01/2000,9730,South-Eastern Asia,1716889053.29905
9300,Commonwealth of Independent States,2000,01/01/2000,233,Estonia,1526342118.32144
9300,Commonwealth of Independent States,2000,01/01/2000,300,Greece,1377774261.54074
9300,Commonwealth of Independent States,2000,01/01/2000,410,Rep. of Korea,1293673685.51579
9300,Commonwealth of Independent States,2000,01/01/2000,724,Spain,1268616828.48543
9300,Commonwealth of Independent States,2000,01/01/2000,9610,Latin America,1248222615.64244
9300,Commonwealth of Independent States,2000,01/01/2000,100,Bulgaria,1000655512.78219
9300,Commonwealth of Independent States,2000,01/01/2000,860,Uzbekistan,691266716.477384
9300,Commonwealth of Independent States,2000,01/01/2000,760,Syria,281651378.900144
9300,Commonwealth of Independent States,2000,01/01/2000,422,Lebanon,264520087.99087
9300,Commonwealth of Independent States,2000,01/01/2000,891,Serbia and Montenegro,263355944.725741
9300,Commonwealth of Independent States,2000,01/01/2000,417,Kyrgyzstan,250029003.68611
9300,Commonwealth of Independent States,2000,01/01/2000,566,Nigeria,165470187
9300,Commonwealth of Independent States,2000,01/01/2000,344,"China, Hong Kong SAR",150104245.05129
9300,Commonwealth of Independent States,2000,01/01/2000,504,Morocco,145358876.740991
9300,Commonwealth of Independent States,2000,01/01/2000,705,Slovenia,144459638.898879
9300,Commonwealth of Independent States,2000,01/01/2000,682,Saudi Arabia,94080164.7108666
9300,Commonwealth of Independent States,2000,01/01/2000,231,Ethiopia,73775845
9300,Commonwealth of Independent States,2000,01/01/2000,408,DPR Korea,49247762
9300,Commonwealth of Independent States,2000,01/01/2000,887,Yemen,44747561
9300,Commonwealth of Independent States,2000,01/01/2000,710,South Africa,42908900.1240204
9300,Commonwealth of Independent States,2000,01/01/2000,320,Guatemala,40391551
9300,Commonwealth of Independent States,2000,01/01/2000,24,Angola,35899703.9801822
9300,Commonwealth of Independent States,2000,01/01/2000,222,El Salvador,31308895.1350012
9300,Commonwealth of Independent States,2000,01/01/2000,404,Kenya,25034668
9300,Commonwealth of Independent States,2000,01/01/2000,340,Honduras,21280612
9300,Commonwealth of Independent States,2000,01/01/2000,862,Venezuela,21140088
9300,Commonwealth of Independent States,2000,01/01/2000,104,Myanmar,17533495
9300,Commonwealth of Independent States,2000,01/01/2000,9900,Other,17273740.6869641
9300,Commonwealth of Independent States,2000,01/01/2000,899,"Areas, nes",17259150.6869641
9300,Commonwealth of Independent States,2000,01/01/2000,858,Uruguay,16410933.5307776
9300,Commonwealth of Independent States,2000,01/01/2000,736,Fmr Sudan,13482824.3337949
9300,Commonwealth of Independent States,2000,01/01/2000,414,Kuwait,12996044.6607168
9300,Commonwealth of Independent States,2000,01/01/2000,324,Guinea,9402344
9300,Commonwealth of Independent States,2000,01/01/2000,120,Cameroon,8842505
9300,Commonwealth of Independent States,2000,01/01/2000,512,Oman,7609253.90780307
9300,Commonwealth of Independent States,2000,01/01/2000,834,United Rep. of Tanzania,6097874
9300,Commonwealth of Independent States,2000,01/01/2000,674,San Marino,5303500
9300,Commonwealth of Independent States,2000,01/01/2000,516,Namibia,5095108
9300,Commonwealth of Independent States,2000,01/01/2000,524,Nepal,4892705
9300,Commonwealth of Independent States,2000,01/01/2000,9800,Oceania,4395315.35560545
9300,Commonwealth of Independent States,2000,01/01/2000,646,Rwanda,3719711
9300,Commonwealth of Independent States,2000,01/01/2000,232,Eritrea,3023543
9300,Commonwealth of Independent States,2000,01/01/2000,716,Zimbabwe,2764749
9300,Commonwealth of Independent States,2000,01/01/2000,854,Burkina Faso,2083884
9300,Commonwealth of Independent States,2000,01/01/2000,530,Netherland Antilles,1995977
9300,Commonwealth of Independent States,2000,01/01/2000,226,Equatorial Guinea,1821896.56890246
9300,Commonwealth of Independent States,2000,01/01/2000,418,Lao People's Dem. Rep.,1524712
9300,Commonwealth of Independent States,2000,01/01/2000,659,Saint Kitts and Nevis,1505980
9300,Commonwealth of Independent States,2000,01/01/2000,570,Niue,1177893
9300,Commonwealth of Independent States,2000,01/01/2000,116,Cambodia,1003288.2472967
9300,Commonwealth of Independent States,2000,01/01/2000,234,Faeroe Isds,639850.83123345
9300,Commonwealth of Independent States,2000,01/01/2000,332,Haiti,630958
9300,Commonwealth of Independent States,2000,01/01/2000,678,Sao Tome and Principe,540407
9300,Commonwealth of Independent States,2000,01/01/2000,706,Somalia,447981
9300,Commonwealth of Independent States,2000,01/01/2000,740,Suriname,182020
9300,Commonwealth of Independent States,2000,01/01/2000,108,Burundi,170404
9300,Commonwealth of Independent States,2000,01/01/2000,562,Niger,105899.09956207
9300,Commonwealth of Independent States,2000,01/01/2000,894,Zambia,84321.32969126
9300,Commonwealth of Independent States,2000,01/01/2000,508,Mozambique,55520.29756809
9300,Commonwealth of Independent States,2000,01/01/2000,876,Wallis and Futuna Islands,50500
9300,Commonwealth of Independent States,2000,01/01/2000,20,Andorra,25067
9300,Commonwealth of Independent States,2000,01/01/2000,328,Guyana,6535
9300,Commonwealth of Independent States,2000,01/01/2000,500,Montserrat,764.41200611
9300,Commonwealth of Independent States,2001,01/01/2001,9120,Europe,68336543034.5211
9300,Commonwealth of Independent States,2001,01/01/2001,9300,Commonwealth of Independent States,30229847438.6957
9300,Commonwealth of Independent States,2001,01/01/2001,9700,Eastern Asia,9240550024.41677
9300,Commonwealth of Independent States,2001,01/01/2001,9130,North America,6674483635.97226
9300,Commonwealth of Independent States,2001,01/01/2001,804,Ukraine,6653106105.54852
9300,Commonwealth of Independent States,2001,01/01/2001,528,Netherlands,5377035926.66909
9300,Commonwealth of Independent States,2001,01/01/2001,9600,Latin America and the Caribbean,4837893696.1207
9300,Commonwealth of Independent States,2001,01/01/2001,9620,The Caribbean,3783041005.65483
9300,Commonwealth of Independent States,2001,01/01/2001,9110,Asia-Pacific,2599228655.27461
9300,Commonwealth of Independent States,2001,01/01/2001,703,Slovakia,2508610247.11855
9300,Commonwealth of Independent States,2001,01/01/2001,9200,South-Eastern Europe,2499385495.06333
9300,Commonwealth of Independent States,2001,01/01/2001,428,Latvia,1736823494.87507
9300,Commonwealth of Independent States,2001,01/01/2001,364,Iran,1674380284.34664
9300,Commonwealth of Independent States,2001,01/01/2001,642,Romania,1170825667.26688
9300,Commonwealth of Independent States,2001,01/01/2001,9610,Latin America,1054852690.46587
9300,Commonwealth of Independent States,2001,01/01/2001,784,United Arab Emirates,746425229.54855
9300,Commonwealth of Independent States,2001,01/01/2001,702,Singapore,696935211.588688
9300,Commonwealth of Independent States,2001,01/01/2001,818,Egypt,672042727.993625
9300,Commonwealth of Independent States,2001,01/01/2001,498,Rep. of Moldova,564096184.84414
9300,Commonwealth of Independent States,2001,01/01/2001,9500,Sub-Saharan Africa,547478459.29413
9300,Commonwealth of Independent States,2001,01/01/2001,368,Iraq,506586981
9300,Commonwealth of Independent States,2001,01/01/2001,762,Tajikistan,424882317.309461
9300,Commonwealth of Independent States,2001,01/01/2001,12,Algeria,378234834
9300,Commonwealth of Independent States,2001,01/01/2001,795,Turkmenistan,367438669.387183
9300,Commonwealth of Independent States,2001,01/01/2001,422,Lebanon,348390647.687155
9300,Commonwealth of Independent States,2001,01/01/2001,31,Azerbaijan,311098082.456477
9300,Commonwealth of Independent States,2001,01/01/2001,704,Viet Nam,296499602.661424
9300,Commonwealth of Independent States,2001,01/01/2001,579,Norway,254408580.901294
9300,Commonwealth of Independent States,2001,01/01/2001,764,Thailand,252644550.004966
9300,Commonwealth of Independent States,2001,01/01/2001,496,Mongolia,232918570.14101
9300,Commonwealth of Independent States,2001,01/01/2001,360,Indonesia,165469279.659324
9300,Commonwealth of Independent States,2001,01/01/2001,4,Afghanistan,73483448.7229111
9300,Commonwealth of Independent States,2001,01/01/2001,807,TFYR of Macedonia,58377883.9443049
9300,Commonwealth of Independent States,2001,01/01/2001,442,Luxembourg,39552364.6889782
9300,Commonwealth of Independent States,2001,01/01/2001,736,Fmr Sudan,38902303.5451097
9300,Commonwealth of Independent States,2001,01/01/2001,32,Argentina,38231636.9873316
9300,Commonwealth of Independent States,2001,01/01/2001,530,Neth. Antilles,36539916
9300,Commonwealth of Independent States,2001,01/01/2001,862,Venezuela,25408899
9300,Commonwealth of Independent States,2001,01/01/2001,8,Albania,22067138.8271535
9300,Commonwealth of Independent States,2001,01/01/2001,686,Senegal,18521672
9300,Commonwealth of Independent States,2001,01/01/2001,554,New Zealand,11365744.1886624
9300,Commonwealth of Independent States,2001,01/01/2001,887,Yemen,10753347
9300,Commonwealth of Independent States,2001,01/01/2001,768,Togo,9517007
9300,Commonwealth of Independent States,2001,01/01/2001,524,Nepal,9254531
9300,Commonwealth of Independent States,2001,01/01/2001,690,Seychelles,9083893.71991961
9300,Commonwealth of Independent States,2001,01/01/2001,558,Nicaragua,7775241
9300,Commonwealth of Independent States,2001,01/01/2001,670,Saint Vincent and the Grenadines,5466634
9300,Commonwealth of Independent States,2001,01/01/2001,780,Trinidad and Tobago,5273420.67643838
9300,Commonwealth of Independent States,2001,01/01/2001,584,Marshall Isds,3502438
9300,Commonwealth of Independent States,2001,01/01/2001,796,Turks and Caicos Isds,3269815.3217143
9300,Commonwealth of Independent States,2001,01/01/2001,516,Namibia,2283645
9300,Commonwealth of Independent States,2001,01/01/2001,178,Congo,2023590.92003709
9300,Commonwealth of Independent States,2001,01/01/2001,800,Uganda,1931157
9300,Commonwealth of Independent States,2001,01/01/2001,659,Saint Kitts and Nevis,1452692
9300,Commonwealth of Independent States,2001,01/01/2001,10,Antarctica,1384365
9300,Commonwealth of Independent States,2001,01/01/2001,450,Madagascar,1189924
9300,Commonwealth of Independent States,2001,01/01/2001,634,Qatar,922549
9300,Commonwealth of Independent States,2001,01/01/2001,262,Djibouti,718474.76801484
9300,Commonwealth of Independent States,2001,01/01/2001,266,Gabon,403460
9300,Commonwealth of Independent States,2001,01/01/2001,581,United States Minor Outlying Islands,352453
9300,Commonwealth of Independent States,2001,01/01/2001,660,Anguilla,324170
9300,Commonwealth of Independent States,2001,01/01/2001,626,Timor-Leste,277883
9300,Commonwealth of Independent States,2001,01/01/2001,624,Guinea-Bissau,141193
9300,Commonwealth of Independent States,2001,01/01/2001,533,Aruba,81832
9300,Commonwealth of Independent States,2001,01/01/2001,876,Wallis and Futuna Isds,65700
9300,Commonwealth of Independent States,2001,01/01/2001,548,Vanuatu,29800
9300,Commonwealth of Independent States,2001,01/01/2001,740,Suriname,6619
9300,Commonwealth of Independent States,2001,01/01/2001,772,Tokelau,6300
9300,Commonwealth of Independent States,2001,01/01/2001,540,New Caledonia,4570
9300,Commonwealth of Independent States,2001,01/01/2001,28,Antigua and Barbuda,2480
9300,Commonwealth of Independent States,2001,01/01/2001,426,Lesotho,1600
9300,Commonwealth of Independent States,2001,01/01/2001,776,Tonga,1000
9300,Commonwealth of Independent States,2002,01/01/2002,0,World,152479622390.142
9300,Commonwealth of Independent States,2002,01/01/2002,9100,Developed Economies,82528091266.1827
9300,Commonwealth of Independent States,2002,01/01/2002,9120,Europe,73256273520.1947
9300,Commonwealth of Independent States,2002,01/01/2002,9300,Commonwealth of Independent States,30638874875.7918
9300,Commonwealth of Independent States,2002,01/01/2002,9320,Europe,25146965280.6144
9300,Commonwealth of Independent States,2002,01/01/2002,9740,Western Asia,11408484547.7133
9300,Commonwealth of Independent States,2002,01/01/2002,381,Italy,10777236207.548
9300,Commonwealth of Independent States,2002,01/01/2002,643,Russian Federation,9662102604.34616
9300,Commonwealth of Independent States,2002,01/01/2002,276,Germany,9548441009.44232
9300,Commonwealth of Independent States,2002,01/01/2002,156,China,8852185323.79544
9300,Commonwealth of Independent States,2002,01/01/2002,9130,North America,7257173617.72764
9300,Commonwealth of Independent States,2002,01/01/2002,757,Switzerland,6449441974.55558
9300,Commonwealth of Independent States,2002,01/01/2002,112,Belarus,6259579302.76868
9300,Commonwealth of Independent States,2002,01/01/2002,826,United Kingdom,5938215890.42923
9300,Commonwealth of Independent States,2002,01/01/2002,9310,Asia,5491909595.1774
9300,Commonwealth of Independent States,2002,01/01/2002,792,Turkey,5125576423.45891
9300,Commonwealth of Independent States,2002,01/01/2002,842,USA,5065394150.88905
9300,Commonwealth of Independent States,2002,01/01/2002,616,Poland,4915864227.82935
9300,Commonwealth of Independent States,2002,01/01/2002,399,OPEC,4248573817.44812
9300,Commonwealth of Independent States,2002,01/01/2002,9720,Southern Asia,3603671544.93699
9300,Commonwealth of Independent States,2002,01/01/2002,251,France,3093850760.04447
9300,Commonwealth of Independent States,2002,01/01/2002,9200,South-Eastern Europe,3040719419.8798
9300,Commonwealth of Independent States,2002,01/01/2002,246,Finland,3028957819.09716
9300,Commonwealth of Independent States,2002,01/01/2002,348,Hungary,2922224995.52364
9300,Commonwealth of Independent States,2002,01/01/2002,398,Kazakhstan,2875595706.60365
9300,Commonwealth of Independent States,2002,01/01/2002,92,Br. Virgin Isds,2802969060
9300,Commonwealth of Independent States,2002,01/01/2002,9730,South-Eastern Asia,2660777616.47765
9300,Commonwealth of Independent States,2002,01/01/2002,440,Lithuania,2172755488.04045
9300,Commonwealth of Independent States,2002,01/01/2002,60,Bermuda,2020599584
9300,Commonwealth of Independent States,2002,01/01/2002,9110,Asia-Pacific,2014644128.26039
9300,Commonwealth of Independent States,2002,01/01/2002,392,Japan,1993669490.37083
9300,Commonwealth of Independent States,2002,01/01/2002,233,Estonia,1888751424.84851
9300,Commonwealth of Independent States,2002,01/01/2002,699,India,1871256701.37372
9300,Commonwealth of Independent States,2002,01/01/2002,9400,Northern Africa,1862779496.83221
9300,Commonwealth of Independent States,2002,01/01/2002,203,Czechia,1833097364.40727
9300,Commonwealth of Independent States,2002,01/01/2002,196,Cyprus,1774919606.14951
9300,Commonwealth of Independent States,2002,01/01/2002,724,Spain,1631784659.69887
9300,Commonwealth of Independent States,2002,01/01/2002,410,Rep. of Korea,1628904302.7551
9300,Commonwealth of Independent States,2002,01/01/2002,376,Israel,1487905564.6307
9300,Commonwealth of Independent States,2002,01/01/2002,300,Greece,1171660123.39332
9300,Commonwealth of Independent States,2002,01/01/2002,784,United Arab Emirates,1137514663.12544
9300,Commonwealth of Independent States,2002,01/01/2002,56,Belgium,1095649928.47394
9300,Commonwealth of Independent States,2002,01/01/2002,40,Austria,1092041742.02617
9300,Commonwealth of Independent States,2002,01/01/2002,752,Sweden,1061521067.45365
9300,Commonwealth of Independent States,2002,01/01/2002,100,Bulgaria,874580342.068475
9300,Commonwealth of Independent States,2002,01/01/2002,490,"Other Asia, nes",741838430.000805
9300,Commonwealth of Independent States,2002,01/01/2002,860,Uzbekistan,673871174.12773
9300,Commonwealth of Independent States,2002,01/01/2002,31,Azerbaijan,664203075.707576
9300,Commonwealth of Independent States,2002,01/01/2002,208,Denmark,483058020.9972
9300,Commonwealth of Independent States,2002,01/01/2002,191,Croatia,479659875.43717
9300,Commonwealth of Independent States,2002,01/01/2002,458,Malaysia,440645369.365415
9300,Commonwealth of Independent States,2002,01/01/2002,12,Algeria,420110264.671732
9300,Commonwealth of Independent States,2002,01/01/2002,760,Syria,412829725.43156
9300,Commonwealth of Independent States,2002,01/01/2002,76,Brazil,374773860.093799
9300,Commonwealth of Independent States,2002,01/01/2002,795,Turkmenistan,341751233.454384
9300,Commonwealth of Independent States,2002,01/01/2002,891,Serbia and Montenegro,340579493.160132
9300,Commonwealth of Independent States,2002,01/01/2002,504,Morocco,319950813.245227
9300,Commonwealth of Independent States,2002,01/01/2002,417,Kyrgyzstan,294241244.581678
9300,Commonwealth of Independent States,2002,01/01/2002,608,Philippines,281886987.3172
9300,Commonwealth of Independent States,2002,01/01/2002,372,Ireland,275449483.709665
9300,Commonwealth of Independent States,2002,01/01/2002,268,Georgia,262172551.605507
9300,Commonwealth of Independent States,2002,01/01/2002,620,Portugal,257347091.491717
9300,Commonwealth of Independent States,2002,01/01/2002,788,Tunisia,238045034.677249
9300,Commonwealth of Independent States,2002,01/01/2002,344,"China, Hong Kong SAR",224629001.467819
9300,Commonwealth of Independent States,2002,01/01/2002,51,Armenia,181739810.09687
9300,Commonwealth of Independent States,2002,01/01/2002,470,Malta,180791407
9300,Commonwealth of Independent States,2002,01/01/2002,705,Slovenia,166477020.818441
9300,Commonwealth of Independent States,2002,01/01/2002,124,Canada,164050318.838596
9300,Commonwealth of Independent States,2002,01/01/2002,484,Mexico,162180449.468178
9300,Commonwealth of Independent States,2002,01/01/2002,566,Nigeria,161378969
9300,Commonwealth of Independent States,2002,01/01/2002,430,Liberia,132080809
9300,Commonwealth of Independent States,2002,01/01/2002,9900,Other,127245016
9300,Commonwealth of Independent States,2002,01/01/2002,899,"Areas, nes",127231207
9300,Commonwealth of Independent States,2002,01/01/2002,50,Bangladesh,123683271.225692
9300,Commonwealth of Independent States,2002,01/01/2002,586,Pakistan,118299499.125374
9300,Commonwealth of Independent States,2002,01/01/2002,591,Panama,112797128
9300,Commonwealth of Independent States,2002,01/01/2002,104,Myanmar,112596602
9300,Commonwealth of Independent States,2002,01/01/2002,414,Kuwait,98369485.3706991
9300,Commonwealth of Independent States,2002,01/01/2002,400,Jordan,97434154.7584489
9300,Commonwealth of Independent States,2002,01/01/2002,292,Gibraltar,84625794
9300,Commonwealth of Independent States,2002,01/01/2002,4,Afghanistan,83317078
9300,Commonwealth of Independent States,2002,01/01/2002,604,Peru,75569354.4123951
9300,Commonwealth of Independent States,2002,01/01/2002,408,DPR Korea,73909173
9300,Commonwealth of Independent States,2002,01/01/2002,152,Chile,61968524.0960899
9300,Commonwealth of Independent States,2002,01/01/2002,24,Angola,61727810.7350208
9300,Commonwealth of Independent States,2002,01/01/2002,434,Libya,61164938.9493999
9300,Commonwealth of Independent States,2002,01/01/2002,710,South Africa,59954935.281348
9300,Commonwealth of Independent States,2002,01/01/2002,170,Colombia,58015099.5360726
9300,Commonwealth of Independent States,2002,01/01/2002,70,Bosnia Herzegovina,55269150.2331948
9300,Commonwealth of Independent States,2002,01/01/2002,858,Uruguay,53628708.158058
9300,Commonwealth of Independent States,2002,01/01/2002,192,Cuba,50893479
9300,Commonwealth of Independent States,2002,01/01/2002,214,Dominican Rep.,48165417
9300,Commonwealth of Independent States,2002,01/01/2002,44,Bahamas,44765684
9300,Commonwealth of Independent States,2002,01/01/2002,8,Albania,36946684
9300,Commonwealth of Independent States,2002,01/01/2002,218,Ecuador,35949754
9300,Commonwealth of Independent States,2002,01/01/2002,478,Mauritania,34296091
9300,Commonwealth of Independent States,2002,01/01/2002,384,Ivory Coast,33646039
9300,Commonwealth of Independent States,2002,01/01/2002,222,El Salvador,31559919.4083342
9300,Commonwealth of Independent States,2002,01/01/2002,320,Guatemala,31388617.7292404
9300,Commonwealth of Independent States,2002,01/01/2002,32,Argentina,31113825
9300,Commonwealth of Independent States,2002,01/01/2002,231,Ethiopia,30751150
9300,Commonwealth of Independent States,2002,01/01/2002,340,Honduras,30448382.774647
9300,Commonwealth of Independent States,2002,01/01/2002,288,Ghana,19664815
9300,Commonwealth of Independent States,2002,01/01/2002,404,Kenya,19420889
9300,Commonwealth of Independent States,2002,01/01/2002,144,Sri Lanka,16148659.8846315
9300,Commonwealth of Independent States,2002,01/01/2002,36,Australia,14277321.1099163
9300,Commonwealth of Independent States,2002,01/01/2002,148,Chad,14068238
9300,Commonwealth of Independent States,2002,01/01/2002,558,Nicaragua,13528699
9300,Commonwealth of Independent States,2002,01/01/2002,188,Costa Rica,13148783
9300,Commonwealth of Independent States,2002,01/01/2002,232,Eritrea,11195263
9300,Commonwealth of Independent States,2002,01/01/2002,674,San Marino,9824137
9300,Commonwealth of Independent States,2002,01/01/2002,780,Trinidad and Tobago,9337975.26963553
9300,Commonwealth of Independent States,2002,01/01/2002,120,Cameroon,9292281
9300,Commonwealth of Independent States,2002,01/01/2002,204,Benin,9259141
9300,Commonwealth of Independent States,2002,01/01/2002,834,United Rep. of Tanzania,9112294
9300,Commonwealth of Independent States,2002,01/01/2002,512,Oman,8214922.04355698
9300,Commonwealth of Independent States,2002,01/01/2002,646,Rwanda,7244751
9300,Commonwealth of Independent States,2002,01/01/2002,304,Greenland,7129564
9300,Commonwealth of Independent States,2002,01/01/2002,324,Guinea,6996105
9300,Commonwealth of Independent States,2002,01/01/2002,554,New Zealand,6697316.77964273
9300,Commonwealth of Independent States,2002,01/01/2002,9800,Oceania,5318049.72348086
9300,Commonwealth of Independent States,2002,01/01/2002,418,Lao People's Dem. Rep.,4336228
9300,Commonwealth of Independent States,2002,01/01/2002,116,Cambodia,4311750.70071923
9300,Commonwealth of Independent States,2002,01/01/2002,466,Mali,4043754.45967926
9300,Commonwealth of Independent States,2002,01/01/2002,670,Saint Vincent and the Grenadines,4016592
9300,Commonwealth of Independent States,2002,01/01/2002,854,Burkina Faso,3822551
9300,Commonwealth of Independent States,2002,01/01/2002,270,Gambia,3541415
9300,Commonwealth of Independent States,2002,01/01/2002,694,Sierra Leone,3478209.43498795
9300,Commonwealth of Independent States,2002,01/01/2002,84,Belize,3345839
9300,Commonwealth of Independent States,2002,01/01/2002,598,Papua New Guinea,3282265
9300,Commonwealth of Independent States,2002,01/01/2002,352,Iceland,2865062
9300,Commonwealth of Independent States,2002,01/01/2002,48,Bahrain,2160788.19625728
9300,Commonwealth of Independent States,2002,01/01/2002,562,Niger,2124399
9300,Commonwealth of Independent States,2002,01/01/2002,678,Sao Tome and Principe,1429650
9300,Commonwealth of Independent States,2002,01/01/2002,108,Burundi,1389263
9300,Commonwealth of Independent States,2002,01/01/2002,332,Haiti,1181064
9300,Commonwealth of Independent States,2002,01/01/2002,388,Jamaica,1141463.91066233
9300,Commonwealth of Independent States,2002,01/01/2002,226,Equatorial Guinea,1129682
9300,Commonwealth of Independent States,2002,01/01/2002,508,Mozambique,1095097
9300,Commonwealth of Independent States,2002,01/01/2002,600,Paraguay,1029532.20371415
9300,Commonwealth of Independent States,2002,01/01/2002,328,Guyana,597230
9300,Commonwealth of Independent States,2002,01/01/2002,234,Faeroe Isds,518728.11029725
9300,Commonwealth of Independent States,2002,01/01/2002,140,Central African Rep.,374938
9300,Commonwealth of Independent States,2002,01/01/2002,212,Dominica,365947
9300,Commonwealth of Independent States,2002,01/01/2002,52,Barbados,348254.82968034
9300,Commonwealth of Independent States,2002,01/01/2002,68,Bolivia,289788
9300,Commonwealth of Independent States,2002,01/01/2002,180,Dem.Rep. of the Congo,238780
9300,Commonwealth of Independent States,2002,01/01/2002,132,Cabo Verde,194300
9300,Commonwealth of Independent States,2002,01/01/2002,480,Mauritius,127001.50015035
9300,Commonwealth of Independent States,2002,01/01/2002,894,Zambia,88420
9300,Commonwealth of Independent States,2002,01/01/2002,72,Botswana,75082.18798758
9300,Commonwealth of Independent States,2002,01/01/2002,20,Andorra,67355
9300,Commonwealth of Independent States,2002,01/01/2002,64,Bhutan,34198
9300,Commonwealth of Independent States,2002,01/01/2002,86,Br. Indian Ocean Terr.,29754
9300,Commonwealth of Independent States,2002,01/01/2002,654,Saint Helena,23600
9300,Commonwealth of Independent States,2002,01/01/2002,28,Antigua and Barbuda,17840
9300,Commonwealth of Independent States,2002,01/01/2002,748,Swaziland,16736
9300,Commonwealth of Independent States,2002,01/01/2002,716,Zimbabwe,16047.43039119
9300,Commonwealth of Independent States,2002,01/01/2002,10,Antarctica,13809
9300,Commonwealth of Independent States,2002,01/01/2002,706,Somalia,10510
9300,Commonwealth of Independent States,2002,01/01/2002,316,Guam,9930
9300,Commonwealth of Independent States,2002,01/01/2002,16,American Samoa,5390
9300,Commonwealth of Independent States,2002,01/01/2002,242,Fiji,3679.37313591
9300,Commonwealth of Independent States,2002,01/01/2002,776,Tonga,3420
9300,Commonwealth of Independent States,2002,01/01/2002,500,Montserrat,2018.86026522
9300,Commonwealth of Independent States,2002,01/01/2002,732,Western Sahara,497
9300,Commonwealth of Independent States,2003,01/01/2003,9100,Developed Economies,101223431254.747
9300,Commonwealth of Independent States,2003,01/01/2003,528,Netherlands,9807097913.47013
9300,Commonwealth of Independent States,2003,01/01/2003,364,Iran,2302752658.71411
9300,Commonwealth of Independent States,2003,01/01/2003,428,Latvia,1778003530.30408
9300,Commonwealth of Independent States,2003,01/01/2003,784,United Arab Emirates,839153667.792714
9300,Commonwealth of Independent States,2003,01/01/2003,682,Saudi Arabia,479797257.084141
9300,Commonwealth of Independent States,2003,01/01/2003,360,Indonesia,468852168.85896
9300,Commonwealth of Independent States,2003,01/01/2003,579,Norway,400684041.611773
9300,Commonwealth of Independent States,2003,01/01/2003,764,Thailand,306658157.554983
9300,Commonwealth of Independent States,2003,01/01/2003,762,Tajikistan,294576598
9300,Commonwealth of Independent States,2003,01/01/2003,422,Lebanon,237908263.733617
9300,Commonwealth of Independent States,2003,01/01/2003,368,Iraq,191168163
9300,Commonwealth of Independent States,2003,01/01/2003,887,Yemen,121536361.843911
9300,Commonwealth of Independent States,2003,01/01/2003,530,Neth. Antilles,118313784
9300,Commonwealth of Independent States,2003,01/01/2003,736,Fmr Sudan,98536389
9300,Commonwealth of Independent States,2003,01/01/2003,442,Luxembourg,55127518.3480229
9300,Commonwealth of Independent States,2003,01/01/2003,686,Senegal,26761820
9300,Commonwealth of Independent States,2003,01/01/2003,862,Venezuela,17570955
9300,Commonwealth of Independent States,2003,01/01/2003,768,Togo,16121670
9300,Commonwealth of Independent States,2003,01/01/2003,581,United States Minor Outlying Islands,13911693
9300,Commonwealth of Independent States,2003,01/01/2003,690,Seychelles,10961763
9300,Commonwealth of Independent States,2003,01/01/2003,516,Namibia,10678246
9300,Commonwealth of Independent States,2003,01/01/2003,780,Trinidad and Tobago,9750037.77662141
9300,Commonwealth of Independent States,2003,01/01/2003,524,Nepal,8891402
9300,Commonwealth of Independent States,2003,01/01/2003,660,Anguilla,5728815
9300,Commonwealth of Independent States,2003,01/01/2003,178,Congo,5399398
9300,Commonwealth of Independent States,2003,01/01/2003,659,Saint Kitts and Nevis,1277737
9300,Commonwealth of Independent States,2003,01/01/2003,262,Djibouti,995777
9300,Commonwealth of Independent States,2003,01/01/2003,584,Marshall Isds,883037
9300,Commonwealth of Independent States,2003,01/01/2003,266,Gabon,564790
9300,Commonwealth of Independent States,2003,01/01/2003,446,"China, Macao SAR",462312
9300,Commonwealth of Independent States,2003,01/01/2003,450,Madagascar,256449
9300,Commonwealth of Independent States,2003,01/01/2003,260,Fr. South Antarctic Terr.,49000
9300,Commonwealth of Independent States,2003,01/01/2003,174,Comoros,18053
9300,Commonwealth of Independent States,2003,01/01/2003,740,Suriname,9550
9300,Commonwealth of Independent States,2003,01/01/2003,540,New Caledonia,6029.35988642
9300,Commonwealth of Independent States,2003,01/01/2003,772,Tokelau,5683
